rank,address,total_dog,lth_dog,sth_dog,lth_pct,sth_pct,utxo_count,lth_utxos,sth_utxos,weighted_avg_age_days,oldest_age_days,newest_age_days
140,bc1p52g9wy3dsg9ffzh29fz35afv9767wf8saah06v35crepffcpz5fqcxpzy7,42710688.0,42710688.0,0.0,100.0,0.0,1,1,0,841.79,841.79,841.79
141,bc1pacnqsfjdrp55rxku8u8y5w5a9g66ayu45qfm8tymrfc2uy8gp22qeyaefp,42215012.55805,42215012.55805,0.0,100.0,0.0,11,11,0,623.88,673.77,477.77
142,bc1p4y7zxw58jexlnvyuvfx8yhraxc4tdeg6flguptzefgmwwhpt2maq4gr3js,42031070.0,0.0,42031070.0,0.0,100.0,5,0,5,53.57,56.65,30.63
143,bc1pzzpzz0yp6nlre4hddy4j035jk4azvrkcfg26p5q2qy3dxv2asdnsl2qkc5,41943452.25471,41943452.25471,0.0,100.0,0.0,54,54,0,368.69,472.42,299.39
144,bc1p5plggmj0pqfkpf9ssuf7nxw8ym4yycumyq3aqvguu23a3fdvgufs2t34tt,41871598.24724,29270149.81624,12601448.431,69.9045,30.0955,176,132,44,232.96,412.66,0.12
145,bc1p2mg9mgw2x7x0lc2jr0g9yksl9tg89dfy9dseangqz5jeq45pp9xspnzxz3,41870109.60835,15907.79828,41854201.81007,0.038,99.962,5,1,4,56.46,189.8,49.42
146,bc1puuv3zw66rvlmwsde6amqp03pjpejlaegtcvfdgvka8nwm2aqwjjs5cnsls,41820882.0,41820882.0,0.0,100.0,0.0,1,1,0,841.78,841.78,841.78
147,bc1qmxvjap8zxhtdle2rds86cy558fnwh8aa7v2pru,41820882.0,0.0,41820882.0,0.0,100.0,1,0,1,53.2,53.2,53.2
148,bc1pgm20kq4tc0dmm5nqx7ak8dds4rd57mpfm9j7u2kyy3z4zzxn49zq55h7dl,40948667.53907,34702434.0,6246233.53907,84.7462,15.2538,40,39,1,710.38,841.78,119.27
149,bc1phu525jzwgx354867uywgcz7rvsl7wpwska8jsf9xnkwwudtxpmrqp8rwus,40934168.55931,31572604.66115,9361563.89816,77.1302,22.8698,31,28,3,434.87,660.49,29.89
150,bc1p9qs7an2vjst7j97ccrreac96xpg30zm3m5r7uc5j8fun9r4glkjqp7ug9f,40676678.74079,40676678.74079,0.0,100.0,0.0,35,35,0,539.63,614.3,448.09
151,bc1p8qh7q6rj3wukfxkw22mazga08g8vzmt67n3rlqtkkfnx6kmnl7eqkywk84,40330060.157,17172425.657,23157634.5,42.5797,57.4203,20,7,13,117.69,286.54,13.13
152,bc1p379e79m8ntcn7csfkr45564aayefzmx9cw9yzh5p04df8t03vh2sl9tq48,40140406.96233,40140406.96233,0.0,100.0,0.0,2,2,0,274.24,286.94,187.93
153,bc1p3cyjp26pjlz4p03hr88zln4pcky8w5nnqyh3nelj73x99924rpyq68jclc,40009026.73388,40009026.73388,0.0,100.0,0.0,13,13,0,434.97,599.47,193.53
154,bc1panppl6qhpygnmynqmslezpue4stav23duvyjcte5jcesx8nn5d3ql6xn97,40008000.0,40008000.0,0.0,100.0,0.0,9,9,0,693.99,724.98,599.47
155,bc1pged4k7seucljvs2w7a234wxm5hmcqdp0xfz6767mf2nmfttj9g7qpcvrhx,39988873.14,0.0,39988873.14,0.0,100.0,1,0,1,108.32,108.32,108.32
156,bc1pdu75xrjudfl0g8d0fk9z74qsmgx56573vtqlfyp7twrsfn5kkhysk3pz3f,39914399.13714,39914399.13714,0.0,100.0,0.0,96,96,0,729.93,839.63,293.5
157,bc1pee4sl385rv4dvetf5dh68ycpnkpthk4q5cxy4ue69j2lsk2npatswqkyjc,39350128.87424,39350128.87424,0.0,100.0,0.0,4,4,0,366.52,366.57,366.51
158,bc1pry58dx3k93d5mne8hn7mrrl5yxcyktrahwrjfm9yyzfj8wgas9as5e2s7q,39099907.34219,39099907.34219,0.0,100.0,0.0,44,44,0,726.68,792.12,557.08
159,bc1pm7jt3zdzy6c9atc2wq7wdcxmu47x6rx29fnumlm4c6ghejzdz78s3ld3ve,39000000.0,0.0,39000000.0,0.0,100.0,6,0,6,5.85,11.09,0.02
160,bc1pzgskh5r3tydeucr8z5vm9glql5y5f6dvatruwdp93amc26hayets6lslnj,38647610.15791,38647610.15791,0.0,100.0,0.0,9,9,0,371.13,590.87,303.99
161,bc1pyzyhkjq62ckplqavj6dvd4k5cdxhdr8cqu7k2636azkun2whz36qekp29m,38559676.9168,38302055.5168,257621.4,99.3319,0.6681,162,159,3,392.41,672.5,62.05
162,bc1pkqcu0cf2jlj4ngxh5m6ah9a8upp5s8hetqjt602emjt644h7x3zqzfujju,38001000.88943,38001000.88943,0.0,100.0,0.0,14,14,0,219.54,271.43,158.7
163,bc1pmx0x3vtqtel0t3ndwf8s3095u6xhrwyls7e8nprahppjxxtvme2sc8eqlj,37567507.0,37567507.0,0.0,100.0,0.0,19,19,0,574.73,581.37,568.66
164,bc1pwcetg3tm66tlklp6jql4eu4y5p6n8hl04kgakmam70kawte2wnrs6wm58n,37498494.0,37498494.0,0.0,100.0,0.0,4,4,0,572.99,625.74,564.56
165,bc1pwy87alazt8clsdfrx93q65mazwrjhh4xx5jzh9unc6qftejq8aeqk7d58f,37430088.35105,37430088.35105,0.0,100.0,0.0,7,7,0,575.32,617.32,461.48
166,bc1p68v03zrp68jga73mrd90achzdmevv3p3ja0uc9m2a7uncknaejzsq8qwey,37371852.0,37371852.0,0.0,100.0,0.0,1,1,0,841.78,841.78,841.78
167,bc1pf2kha8j2vna7fdzmx837xq36uhrtarux90cagpj46f87lcmx6zmqsz8c8q,37352389.43018,37352389.43018,0.0,100.0,0.0,40,40,0,296.68,352.74,197.31
168,bc1pdyhej2540wkfqy7j83ydd62xglu5445t7henp4dj0e665rex7x0qe2kmke,36755740.38366,36755740.38366,0.0,100.0,0.0,31,31,0,665.85,841.78,606.47
169,bc1p70fjj3tvmhtx6f5fx47v4jad4p95sjxssuqjj2m9eqd847549xds5x0fv6,36746417.53438,36746417.53438,0.0,100.0,0.0,29,29,0,812.39,841.78,570.48
170,bc1p00ftn8zszda4mwrmg85ezuxvvs66uedav2ytxfqk2wpv03vrw5xsgh377t,36448169.0,36448169.0,0.0,100.0,0.0,22,22,0,579.97,633.65,356.99
171,bc1pcrj62cvzjpjnj7tnwtlu4sxuses06a87cs56vdu963p3ekwq78qswzj9xw,36421017.00464,30029637.1713,6391379.83334,82.4514,17.5486,38,36,2,477.71,641.69,133.32
172,bc1pj67qrtsxznvl26nt7mgkg8z88407mfd6up4fwtnfeegt3srvgp5s4gwhkp,36274249.65475,31877265.25643,4396984.39832,87.8785,12.1215,18,16,2,488.73,632.79,26.8
173,bc1pn72a9cyzqmue5zvx4x0kfaptq5e5w8mkw2xjdcwavplc7ny4wg7q3asluf,36170084.95155,34620001.51854,1550083.43301,95.7145,4.2855,26,25,1,267.81,424.52,4.49
174,bc1pl2k82kvp6qsl5lqm6qlg5xvej3jmwxfn9p57ras6rwkjj5x37szqvgk5hf,36001988.57535,29098853.70735,6903134.868,80.8257,19.1743,39,25,14,207.83,288.41,65.73
175,bc1plxpfuceqfj7xcr6lndqju6u28r775fpmhcmt3vqx7xgunzk804rq6kj4mk,35902606.7337,9568088.55194,26334518.18176,26.6501,73.3499,117,111,6,172.21,785.67,1.56
176,bc1prpjntlplt58sdj8v5tnyn442266lsjky4pttcmf0w36nxkcq0v6sgt2xp8,35592240.0,35592240.0,0.0,100.0,0.0,20,20,0,493.66,494.11,493.46
177,bc1plxqexkqhh93pgazz6670xll2dcwn2h3vjqtlpkftc3cjzhx9shwst0lyd2,35399583.667,0.0,35399583.667,0.0,100.0,3,0,3,42.51,48.63,34.38
178,bc1pjdctmety7yfcpt6us8gkpgx6mynth7y6j0w7apt4xaudlce4pxzq92d2zl,35347030.1734,0.0,35347030.1734,0.0,100.0,1,0,1,124.45,124.45,124.45
179,bc1p3k69cu7w4ekwr997zftumg55ura3s0dvwccje3ff06gv4cskshlqz5txy3,35278568.73335,16165845.03072,19112723.70263,45.8234,54.1766,32,25,7,210.99,611.08,4.73
180,bc1pvz0qqg40v4x8n5fe5gqja7w4w4a35j9g2prw05jqhttjjnzx4q0q27x0up,35098036.3,35098036.3,0.0,100.0,0.0,2,2,0,197.06,197.13,197.06
181,bc1pvh4dydnkk7x4nd034nfdaq5vffjwt0cdqjg7n5s5ynmwyza75nzs947fj3,34873500.09856,34873500.09856,0.0,100.0,0.0,19,19,0,837.08,841.78,801.59
182,bc1pm9sua9q7r9qc5284yc38rllug5gql3e0aredszusf83deeama4gqn9uk5w,34854286.35779,0.0,34854286.35779,0.0,100.0,2,0,2,11.36,11.77,11.09
183,bc1py4swze75hdrughn346yrqu36fqdapqh5r5wsae2ys58f8z4unwxq0k89h6,34502026.46999,0.0,34502026.46999,0.0,100.0,1,0,1,7.85,7.85,7.85
184,bc1paa22h5hm2xwcn5y5qvmks4adaj0m7sp2n93evwlxhvn9jm796lksfh772r,34257721.669,0.0,34257721.669,0.0,100.0,2,0,2,117.41,122.44,49.34
185,bc1p5sl0c2ymjku77u5qqapd8sezl9vwk35j4ztnt05ecpuq5mpmkfhqc70wxj,34233391.635,19060672.235,15172719.4,55.6786,44.3214,22,19,3,285.28,535.79,127.74
186,bc1pgvt4z3yysql9dknrymvtmv70mef28kyjyj8dlj40r99x3sw83neqppdvs2,33371232.55839,11255236.77712,22115995.78127,33.7274,66.2726,52,36,16,199.74,560.74,35.38
187,bc1pgdsdjf50u7gvhv2vmmvyhcaqcf5s6ku3pne3t4ha397ust549hwqp2z8vk,33206015.44546,33206015.44546,0.0,100.0,0.0,26,26,0,490.43,548.48,194.15
188,bc1p7awfxr6yq8jp6g828tq947q7pzdy0xyxjcgynfpacww6emu8kutqzrw7y0,32905488.37439,32905488.37439,0.0,100.0,0.0,51,51,0,706.52,841.77,648.25
189,bc1pedfq00ccwdnay0kv98697lcnq2ewars82cj3zucanlqynv9vzk7q98q9nq,32604291.0,16429384.0,16174907.0,50.3903,49.6097,18,13,5,176.88,635.2,1.21
190,bc1pyygr7df5umaxaaf96qx40lf5fy2t7s7te540m4njfcfuccz0zgusjqmlgc,32573609.85845,32573609.85845,0.0,100.0,0.0,58,58,0,438.34,562.18,156.28
191,bc1p7tzxwrexyr8wksn347fspc73a8xwz7q32xycw7z5d7cx40xxzq5qnh6z8c,32529078.72572,889806.0,31639272.72572,2.7354,97.2646,3,1,2,156.14,841.78,136.85
192,bc1p7e6cx9avyajms7qghj8xup9ndxk8pnqwdt8e5nuve6fhz84a5yzsqsdmcm,32389444.91147,27721408.9027,4668036.00877,85.5878,14.4122,49,47,2,445.35,841.77,133.11
193,bc1p09l4jq484xmhfjwdfcykumdxcwjn2u4xk3m92cau76z6ccrn39kqkrg8e5,32157491.27861,32157491.27861,0.0,100.0,0.0,3,3,0,628.31,628.32,609.14
194,bc1pp9eua2ml0tpuzc8gvhpe9dq3jk65a4pctw7np9zzmxcxmu0prpjqwcs6lz,32084139.23448,32084139.23448,0.0,100.0,0.0,10,10,0,603.42,624.51,557.03
195,bc1psq3qvvtcpxg6d3rcgrc22z74t95htug2r4624qj4pgyqcqgv048q8qf94k,32069832.42269,32069832.42269,0.0,100.0,0.0,50,50,0,667.68,841.78,350.26
196,bc1pmrw5q5qd5mrt6dlrj5hfjd7srep9hpykjf89y76pqkwz9k6nxhjsjs05k6,32036287.4,32036287.4,0.0,100.0,0.0,36,36,0,821.31,841.78,738.76
197,bc1pnslt767y5ff2f6x72lraal5r3k38a8elxwmc8my3zkquwmk39ppqxzf3kn,32033016.0,32033016.0,0.0,100.0,0.0,1,1,0,841.79,841.79,841.79
198,bc1phqqxvpnf9k0ksnmdy4jhszdyntrtzl4hazrm6pe7yvh5y7d7m46spldgy5,31982865.54894,31982865.54894,0.0,100.0,0.0,3,3,0,822.31,828.25,770.08
199,bc1pru2znkxahwz5qtv9xealvt6uh7q0hma488rq4l8k9ld6skycqcvqj49cev,31194841.03408,31194841.03408,0.0,100.0,0.0,35,35,0,347.73,609.17,185.36
200,bc1pwe0vhdpyjc2zjnjc8uky4yzcuzne59dh08f03xmhjl00lcufa84qdyxrxs,31146695.8898,31146695.8898,0.0,100.0,0.0,9,9,0,613.05,613.92,601.47
201,bc1p87267y4lhhvxmuar6s6pn5ecpzgylmm4jgc7w07h4jd0flvj7ygs6whqwy,31143210.92046,31143210.92046,0.0,100.0,0.0,3,3,0,801.74,836.04,801.65
202,3JFr8GLvjErWYGBA783YeXC7RmFqpFGvaR,31143210.0,31143210.0,0.0,100.0,0.0,1,1,0,841.78,841.78,841.78
203,bc1prwun6lys9rykshwqveya9ca27nycys0kzfd2vt38f8aca06g4waq3m3awc,31025462.0124,31025462.0124,0.0,100.0,0.0,11,11,0,701.56,841.78,644.62
204,bc1pnwywq8xq8x2kfkddfw8xwmn98jhkuxkgjlghmqvy450zdahxjc2spwrn4k,30779026.9969,30779026.9969,0.0,100.0,0.0,28,28,0,477.06,634.98,198.77
205,bc1puvf0jeynew52xpfztfjluvknpvakj0jkkh9guez6xfjpg668atnqhgz5y6,30712790.8526,20100009.6962,10612781.1564,65.4451,34.5549,6,2,4,284.62,372.7,70.37
206,bc1qlfedd4elqxpkd7sae45z8mltjwp0fw44sk0a20x4e7athh9yru3s6nmxm6,30703571.81413,12867639.97019,17835931.84394,41.9093,58.0907,116,22,94,157.26,560.28,15.39
207,bc1p48ya53v2qmwphe3u5av85y9fpujlaxsdvl5xw8stut58n527e4pq0jvsgn,30700579.089,5009333.43,25691245.659,16.3167,83.6833,9,4,5,84.77,256.89,11.84
208,bc1ptlsge8xx0dc07jdltg6mhl59ah360z7qswhqryhtl0javfkx87eqvc90nr,30690000.0,30690000.0,0.0,100.0,0.0,42,42,0,660.81,680.02,621.33
209,bc1pc3czw03e5netf76rm335e0l55shz6j6jsctq98drl835un8kg4kqx2fkqd,30640317.75298,30640317.75298,0.0,100.0,0.0,53,53,0,559.17,661.58,296.23
210,bc1p4hwtj70p6e8t2tf9aed6gz9mmxlwwlzd2kg05wzp7dxtlfr9ta4szrw6yg,30535132.54201,28740778.32101,1794354.221,94.1236,5.8764,67,64,3,361.08,620.7,115.6
211,bc1p5kw99ggnze6q8rq5fjskhr2xs8gnsrx570ht32qhng32ucqulycsh7sztu,30507395.92369,30507395.92369,0.0,100.0,0.0,23,23,0,661.12,800.74,612.39
212,bc1p70945sxddwgfgcv9uj8ca8af44meludpnn6ewclx80ex56nx8xtskddh43,30499295.38047,26023338.48047,4475956.9,85.3244,14.6756,44,42,2,348.83,639.6,56.8
213,bc1ptxuhpgrmlnqp3gypd5uerxqy4e5uw2ps4zknfmupwwzunjsf7uzq58mxdm,30383026.97007,30028049.89,354977.08007,98.8317,1.1683,4,2,2,343.39,346.38,14.58
214,bc1pm89fwt8xawn59t33sxcw4dal9hq2d68284dz0umgd5lsdkls2nqqz8rwkr,30353330.28986,30353330.28986,0.0,100.0,0.0,37,37,0,495.48,636.81,193.64
215,bc1p268yl99zc4fnpg88llmf08nkwhze9wnsjwjm668sdgram40c02xs4ly7xw,30231805.48236,30231805.48236,0.0,100.0,0.0,14,14,0,610.09,841.78,435.15
216,bc1p92y5zv0exnkp9xh5rzn68snc6a85kstgejx5pmc0e0880jjyv33sgermhg,30150441.14269,19066276.40669,11084164.736,63.2371,36.7629,133,76,57,215.36,796.55,2.55
217,bc1pyxdragyp2v52vfwpa98eq5cm57js82uwjuzcaleaqxx2ujcq7kpq4ug8r0,30119236.2334,30119236.2334,0.0,100.0,0.0,28,28,0,214.04,448.67,197.41
218,bc1p68aq4g7aw2luk0t8asade9q67t42j98c2jtze09fsaywc27la4jq3wrr7g,30029404.09098,30029404.09098,0.0,100.0,0.0,46,46,0,712.25,841.78,591.43
219,bc1pvq6ksk6p3akmd0cdehte6kvxfm4tlezwgmu5r8awql7rlawx6x3sepek7g,30010300.0,25010300.0,5000000.0,83.3391,16.6609,3,2,1,180.74,198.03,124.43
220,bc1pj2rxv0qeh8c9yax36e753j6akk5t9f3jp6ewtt49d5pwptgl7tdqvuedsy,30000000.94768,30000000.94768,0.0,100.0,0.0,9,9,0,516.7,797.88,461.01
221,bc1pu8mypszslnq4ds2f5t6pn9xr2l8yuhk6t6wy2pyhnev00sqxvq2sft3qt6,29999954.3,29999954.3,0.0,100.0,0.0,52,52,0,579.97,622.47,520.49
222,bc1p6dzw2gkzkjf0vqyrl9nzy2crfchc42y8jn3m69vrqlp2t2a7ge4q9ygz2v,29887952.5,29887952.5,0.0,100.0,0.0,1,1,0,162.12,162.12,162.12
223,bc1p2g8ywhqczze99st8s9mdnqy0rsspxnsgnrf55ncxe3afmmuhvwwqmk4tx5,29759587.34033,5504128.48233,24255458.858,18.4953,81.5047,12,2,10,72.35,233.76,33.45
224,bc1p8gucml6srcecp4fw79sanva78cngqhqjth7c3vryg4f0unrnqagsam97ks,29638432.07301,0.0,29638432.07301,0.0,100.0,15,0,15,57.42,96.67,12.17
225,bc1ph6950flt7atsjuqux6krrx67uv8xa557nr67qssx8yv46a49qmps6y2jpm,29548749.52729,29548749.52729,0.0,100.0,0.0,9,9,0,560.48,635.38,398.17
226,bc1pz5lh6vrjm067ltlt3tcphrtem52d27qc8zdj7ggwlr4502kvnrcqvp7v36,29532826.61628,0.0,29532826.61628,0.0,100.0,1,0,1,15.3,15.3,15.3
227,bc1pyrpk43ezlwsew5tppg74fqy2laswwjqf0wvx0q2c98yvcjshqyjqtg86zx,29363598.0,29363598.0,0.0,100.0,0.0,33,33,0,549.59,549.63,549.54
228,bc1p7js5vrfwzczx8akljyy3p64x08tcnq7c2qreztxzst9q3wugdthql5lwtm,29363598.0,29363598.0,0.0,100.0,0.0,1,1,0,841.79,841.79,841.79
229,bc1pw82sx7q5ypnrdva82yhsnsr9jm4qdhcx8nk77afpdfgtf74ky9tssrk5wm,29363598.0,29363598.0,0.0,100.0,0.0,1,1,0,841.79,841.79,841.79
230,bc1ppkzv8uxf4lrr3cc2ma33kgv7x95j27ret075673w69lye2sv7z6qufrelq,29013255.05588,29013255.05588,0.0,100.0,0.0,13,13,0,420.45,423.43,416.21
231,bc1pzm4edzdy59d2mt2uk58773x70jmxaf543m07htdrvr6feef0rjsseldtkv,28574740.07067,28574740.07067,0.0,100.0,0.0,44,44,0,534.02,640.7,470.28
232,bc1pga59yayyasn6n98ecrf2c3j75q54ddv5m06xwf4p7dj7vthkvjgswd2337,28473792.0,28473792.0,0.0,100.0,0.0,1,1,0,841.79,841.79,841.79
233,bc1p600zztgx7mqga3nk07lypqv6qn6aahygzhfvwyruy8z445n35wyqslcjre,28384771.69788,28384771.69788,0.0,100.0,0.0,32,32,0,566.62,630.14,268.35
234,bc1prkhl25qfz49np3803m0gp5jtrw9uhgfnjzndj3yyuh96w3lpr08su6avh0,28161835.14667,28161835.14667,0.0,100.0,0.0,9,9,0,416.38,516.74,215.87
235,bc1puljmyauvugmhp76vc6720lw2qyrmmz0hnzmhma9k8497mpa5e2hq5k96wg,28000000.0,5389806.0,22610194.0,19.2493,80.7507,4,2,2,153.43,784.03,2.45
236,bc1prwzehxq2qdhyagsl8cg6mgx9jgutskr2ane9wphf4hwgttpxy0csg28llz,27770567.95952,2522077.05652,25248490.903,9.0818,90.9182,78,49,29,99.68,609.25,1.79
237,bc1px3crd65smrgufxkxwztwrvz6l225p2awlxqztcx0ydlmcvrcqt5qu5htrx,27659823.46642,0.0,27659823.46642,0.0,100.0,2,0,2,51.46,51.51,51.46
238,bc1qsyfc9ac7c99c587237ez64z9ddwgjehcva0t3z,27583986.0,27583986.0,0.0,100.0,0.0,14,14,0,761.46,841.79,634.14
239,bc1pt4ggsszywjzhaptsgfwdgfmp9mlmp0arc9x2r5ml66khmjntx2eq3ywa53,27583986.0,27583986.0,0.0,100.0,0.0,1,1,0,841.79,841.79,841.79
240,bc1ppe0w020vmt2hwcds2dy7zje5g2xqv28y6jtywf80q5xl7ueh4k0q06ls5l,27255835.89952,27255835.89952,0.0,100.0,0.0,5,5,0,740.24,742.88,738.89
241,bc1phyx7sza8chwgtptscx68c6uaxpf4znzfxzncy9hp6jha5my5wukqeghfs0,27152676.95738,27152676.95738,0.0,100.0,0.0,34,34,0,712.29,769.59,570.5
242,bc1pem4exm8w82jt9xzdpejcfwxkh73fmc9z72gmrczwgkawyvew8wmsw45zlv,27147108.41118,27147108.41118,0.0,100.0,0.0,22,22,0,551.81,633.41,216.33
243,bc1p63kk7hentssxzng2090mk454dau8c6eq558l8m9v6rxvzp8pxptswurrp9,26823603.57266,26823603.57266,0.0,100.0,0.0,11,11,0,577.66,630.19,458.75
244,bc1phwuf0t5zn9wa9mnl409ukf0svew02vshcfx06d20gn9qhgag88gshkkycs,26821523.94442,23004743.55667,3816780.38775,85.7697,14.2303,26,23,3,326.08,574.2,77.67
245,bc1p0tszs023nd5nvksmygal9y9yttpkekzscdw0r8yewqgg83ejshjqdgvr08,26726837.83941,13806742.26173,12920095.57768,51.6587,48.3413,37,35,2,104.81,214.78,4.23
246,bc1pr7sn46kwddt7gs63twrlyu2hltmsyly6lrmmqzs082xxs35aht4sq0ykuw,26699527.24245,15194528.48545,11504998.757,56.9094,43.0906,14,9,5,206.78,408.64,13.64
247,bc1pm7gj6wtjd7pnv89h85sugmwja2sp9r8mvc4a4h4xtx2wy22nfz9qqzxepv,26698466.2246,26698466.2246,0.0,100.0,0.0,7,7,0,661.03,799.79,478.02
248,bc1pu8cfvgqzn2vu3pj0gygg23fe75l5zc3h5qftl26plm73l72qksxsw6yzys,26503772.6,22282622.35,4221150.25,84.0734,15.9266,10,8,2,329.49,402.86,23.59
249,bc1puuzvj70a0dljuenyymzyavcpfz4g0f3v009l0f4s90xn7sx9eemqmcl3da,26297396.34392,1403544.15392,24893852.19,5.3372,94.6628,10,6,4,92.37,841.78,14.71
250,bc1phmevlc69pn7vk72rs5upvvkmw3p8fxm32qhq83armnlusznuuezqk0u0g5,26263430.19604,26263430.19604,0.0,100.0,0.0,115,115,0,521.32,835.32,277.39
251,bc1pfvcx4lvncc2rrmnlzyc30m5ypnz4wup0ctyyykxca26zzawtgh7qqaeant,25804374.0,25804374.0,0.0,100.0,0.0,1,1,0,841.78,841.78,841.78
252,bc1p6rd7zmyqndfkpzxcl9jyax3qk5axjr04750wlx7kd7qjgn3kdclq0nkwce,25485566.64082,25485566.64082,0.0,100.0,0.0,19,19,0,395.47,396.48,381.29
253,bc1pptmuduvqx33p08qvnv9smu5r6nplvdcfaat4guw02drtl8zy7g8sxknagv,25468845.55284,25468845.55284,0.0,100.0,0.0,25,25,0,372.59,434.32,307.24
254,bc1pjuphe8cr4s2xywtj75cvq0jnv3ahkhplkr7asxpmr9dpc8jsccxqyegulk,25304374.0,25304374.0,0.0,100.0,0.0,29,29,0,605.48,630.88,587.52
255,bc1p0f56uxlzf7tpg2fth624dfsmh3ewuvxwea36m5rpn0zhmgd692mqrjvafw,25220011.791,25220011.791,0.0,100.0,0.0,33,33,0,460.2,537.08,373.24
256,bc1p3pf5wmzjpryucmsggpg2prz4graygyr6999qlmsptjqzs4e45glq9pc4vh,25212302.66668,25212302.66668,0.0,100.0,0.0,1,1,0,602.73,602.73,602.73
257,bc1pj9e3rfzyck73j05v5txsf92tj8edlm57vgpq3n7ryyzxm566dafspmmjvy,25162057.5306,25162057.5306,0.0,100.0,0.0,1,1,0,412.62,412.62,412.62
258,bc1pujmcpxwkq6qfvdms8pa83xkx8zphc94sxsmk5wmm9y7h9pgntz8qxah6e2,25108435.32632,23881251.67171,1227183.65461,95.1125,4.8875,133,131,2,325.03,660.23,109.86
259,bc1pk6l4a86ezmnrzywd4fsfqz3q3zmdd24pge7xwdpydr2tk53cj69qyg70p5,25009227.4833,25009227.4833,0.0,100.0,0.0,1,1,0,168.16,168.16,168.16
260,bc1pr587kj8yy2745safhswrtwvph2y4wtpulemtks3kms0kst76lzusxd4xa2,24988547.66537,24988547.66537,0.0,100.0,0.0,38,38,0,521.94,535.04,520.95
261,bc1pvq5pkcdzj05tjukevn6gwwsh2273wwyn4a3h3dq3yh3lgxy9c8usf2l4rg,24972726.6539,24972726.6539,0.0,100.0,0.0,15,15,0,503.34,589.19,375.63
262,bc1pqnu9ckd09xx8jx97m8knmez94wrta9yk4f5uee2dmm8zl8mxncpseqgxaj,24914568.0,24914568.0,0.0,100.0,0.0,1,1,0,841.79,841.79,841.79
263,bc1p82v36a0pzgz2kdftl3veadrxt5afegmnw38zkkukzzq06wkyez8qchhwv9,24696688.87953,24696688.87953,0.0,100.0,0.0,59,59,0,639.84,678.76,610.37
264,bc1pnthjfgn86g6vmx8d3qz23gq0k9wvpq26fequux06x4xkzrlnvmps5rl94z,24421364.0,24421364.0,0.0,100.0,0.0,15,15,0,839.56,841.79,836.67
265,bc1ppv9dhml878uzw8nctxcglpklnnx7my47slv0lwawq8xeqqfn80gs4ywt74,24402021.1387,24402021.1387,0.0,100.0,0.0,12,12,0,268.72,269.19,267.55
266,bc1pqjs3mh2nty8c09jk4zfrulffndu04ug20273duwfytz65t5nrn2qlwunvz,24165234.37666,24165234.37666,0.0,100.0,0.0,26,26,0,770.31,841.78,681.37
267,bc1pe6v2xh5r7gjak5vsca0y62rxd3q5yaq3eafzqwmzkqc8dlry2gkqlw8zvu,24039016.0,24039016.0,0.0,100.0,0.0,23,23,0,817.43,840.44,389.2
268,bc1psh3wu44wcrncentgd3u98wu89dt78l30ht09uqq4xl7qdhvlwjqqpqvjpp,24024762.0,24024762.0,0.0,100.0,0.0,1,1,0,841.79,841.79,841.79
269,bc1phpwevthmmduwdkwd73yk5nu462mjlywttue7q3a90m038q72uvas49nww0,24005931.55726,17757769.6399,6248161.91736,73.9724,26.0276,39,36,3,261.9,453.57,38.21
270,bc1p3pdkgma8c0dzsldgvf7fleh00p9672jkn2dde69vapulp3ytc6zquapcx3,23945551.42431,23945551.42431,0.0,100.0,0.0,2,2,0,155.42,155.42,155.42
271,bc1pdl7u2mdtcs3y5ujyhxzd2u93acrcz73zm0f4t5uvg7njlcl596dsx3xjsk,23902308.35463,23902308.35463,0.0,100.0,0.0,10,10,0,553.36,560.48,548.57
272,bc1py0fz5z0sd9zst277vksykpepakza2w4keu0563xurzeqsmn4c7pq2cjmq8,23864631.43693,6864631.43693,17000000.0,28.7649,71.2351,13,12,1,299.08,841.73,130.75
273,bc1p4s3l9f523vhdgdskressmfc4w22cdp5zz2nu4ag85p3zmw5qw4vqghxe30,23735006.2,23735006.2,0.0,100.0,0.0,26,26,0,489.25,625.89,287.54
274,bc1pyps0r99dvl0aj0ukhxp5d6zmj3w2z6r5rztd3zaqch98rypwqs3qa79hlv,23711455.60136,23711455.60136,0.0,100.0,0.0,121,121,0,524.09,634.43,211.16
275,bc1pt65exley6pv6uqws7xr3ku7u922tween0nfyz257rnl5300cjnrsjp9er6,23640910.12319,19917669.71896,3723240.40423,84.2509,15.7491,104,103,1,143.75,379.16,4.52
276,bc1pwvl6cuhhzhzztcylmwszs7eq9vseqrqqhwezvddnqlpt3cv4pddqvdtaxe,23486830.18201,23486830.18201,0.0,100.0,0.0,2,2,0,407.49,407.49,407.47
277,bc1pcuhsyj8j75d35f68ff6gkjw6hchjn5lzc4wv5tvf8xf37kmqh5vqmfvqv6,23345111.12655,26552.20262,23318558.92393,0.1137,99.8863,44,27,17,13.15,307.31,0.82
278,bc1qsq4pt3pn3z55wpgyzwc5ej6v63m08f7wyaf3ck,23337879.5,23337879.5,0.0,100.0,0.0,3,3,0,832.35,841.33,805.45
279,bc1pxlpu4anl5juekq0586g5vj6wrea05zgy9awr9wywltjtyr42pjzsasuz3r,23278626.55765,23278626.55765,0.0,100.0,0.0,20,20,0,633.45,636.23,493.38
