lapide,address,dog,utxo_count,posicao_residencial,airdrop,assinou,direito,x_m,z_m
L00136,bc1pk6r4lwfempcznfw28ddc6t7qv3ymdnx7gyun5enseq0us5ngwresm07nnn,559.07121,1,69246,0,0,licença paga + mint do deed = lote no anel de expansão,-6806.51,-2141.38
L00137,bc1p9754d2w9pqlfvrg7djaa0nglpmjg5kn0u5gd7qy829jpdz30edpsa3lpdf,558.919,1,67051,0,0,licença paga + mint do deed = lote no anel de expansão,-6806.05,-2142.81
L00138,bc1p3e0np2a08hjvf2hpmykyfdpxu75xhrz6m5690xpsz5pu5jal2p2qs8td7t,558.31927,2,67496,0,0,licença paga + mint do deed = lote no anel de expansão,-6805.58,-2144.24
L00139,bc1pyt4twm3y9g56g8v4w7ypjqs3xn6ugaaf84fx2cxrxv5uyyzww0qsw7qfr0,558.24467,1,68816,0,3,licença paga + mint do deed = lote no anel de expansão,-6805.12,-2145.66
L00140,bc1q4tw2ema9gn63rv77q4ute6md3npw3h03smhx52,558.00363,2,67706,1,2,licença paga + mint do deed = lote no anel de expansão,-6804.66,-2147.09
L00141,bc1p8f095534hm6r35cgqrfgwx2c6hjx454hzlx7fwuxj32378nm8nssfdt6l6,556.59905,1,68763,0,0,licença paga + mint do deed = lote no anel de expansão,-6804.19,-2148.52
L00142,bc1plhyt0c9q8m3ea3rll5m2t9mrh3wjh20l3udp7wdvm0td98epxh4sjrsc7k,556.25743,1,66977,0,1,licença paga + mint do deed = lote no anel de expansão,-6803.73,-2149.94
L00143,bc1pzgx2yeg5hnmykql5yu9gzztfc5rgv99u4urvl2gleduf8ms8m5xs7eqj4q,556.12824,1,67469,0,0,licença paga + mint do deed = lote no anel de expansão,-6803.27,-2151.37
L00144,bc1pmz4pw9u2ggg397d0egf8daa0h6l97k0krj90edf5wu6vn5wvmyvqg4hl25,556.0,2,66712,0,10,licença paga + mint do deed = lote no anel de expansão,-6802.8,-2152.8
L00145,bc1qhqnrsx3rf5gr9he73zg77cqmceh7023s3mjlej26jjamph6lppnsjpp52d,555.55556,1,67484,0,0,licença paga + mint do deed = lote no anel de expansão,-6802.34,-2154.22
L00146,bc1pzpvr5003r23qrw3rfwjztwa80kxjxtadrwj37jpldmlvs9z7k6usks0tnp,555.49414,1,66979,0,1,licença paga + mint do deed = lote no anel de expansão,-6801.87,-2155.65
L00147,bc1pq7nm3l7evv42xme82qkqqvkhkg978c4vmka2cf2ua9j0hlcwhl2quhs7ym,555.0,1,66660,0,0,licença paga + mint do deed = lote no anel de expansão,-6801.41,-2157.08
L00148,bc1p5tzc327wl03r5vu9l4awtrg56v40xqh4hvxeha5famlkfyf95p5s9gfhud,553.15439,1,67092,0,0,licença paga + mint do deed = lote no anel de expansão,-6800.95,-2158.5
L00149,bc1qrzf2t0v69aeyqex53vxwygu3pmz6wpcw9ntfux,552.97,1,66911,0,0,licença paga + mint do deed = lote no anel de expansão,-6800.48,-2159.93
L00150,bc1pg85fwl49xaajp3vcns7jjp6xssj4t2a7vc5yzw5jtqqd45gz3wmqcztphc,552.81,1,66837,0,0,licença paga + mint do deed = lote no anel de expansão,-6800.02,-2161.36
L00151,bc1qtrwvv8dqcxgvetk35g5xe3rt32vvdn09s8waat,552.21,1,66937,0,0,licença paga + mint do deed = lote no anel de expansão,-6799.56,-2162.78
L00152,1CnuRQaZTzPomLnMyRrZ4TeoeutSzWngTF,552.01344,1,85487,0,0,licença paga + mint do deed = lote no anel de expansão,-6799.09,-2164.21
L00153,bc1phcpy82le70ylfzpty335juvz7yzd0n3prdj8hs8lt9ea3ck7rehq09vwfj,551.57194,2,67424,0,1,licença paga + mint do deed = lote no anel de expansão,-6798.63,-2165.64
L00154,bc1p9lw97nh3rdtytxnhv78999x4llk9z0ferpc2s88w2vlmgexesf2smtxuuu,551.38556,2,67007,0,0,licença paga + mint do deed = lote no anel de expansão,-6798.17,-2167.06
L00155,bc1pkdgtnh3fqfm5tczh3fef6ay085ss9w3lnat44xhqlwld53zs5yhqnug9rm,550.0,2,66746,0,0,licença paga + mint do deed = lote no anel de expansão,-6797.7,-2168.49
L00156,bc1pnugd05aq0zqrkmgktggemkekv0qx0jclzc5j0wna7yah9z4pemjqgzmsyl,550.0,4,66997,0,0,licença paga + mint do deed = lote no anel de expansão,-6797.24,-2169.92
L00157,bc1plqp3j8jwpfk3gyml6yhd9v0km3mcgdsgqf9rpkjzagpfm4trdlasll6yhf,550.0,1,68290,0,0,licença paga + mint do deed = lote no anel de expansão,-6796.78,-2171.34
L00158,bc1p3enpup77mlrautm0asqm9w9zlxzfchautuu4t59yaatxw5m530qqgfhjsj,549.99994,2,66705,0,0,licença paga + mint do deed = lote no anel de expansão,-6796.31,-2172.77
L00159,bc1pd4aqdrzv2hdyk42t7ms34z5fudpvaglyqkyck3yms6tawjch8v8q9f6z0e,549.73929,1,67114,0,0,licença paga + mint do deed = lote no anel de expansão,-6795.85,-2174.2
L00160,bc1pxk0qsv43fjcdln6e0hkp0dmwms3txud5xredt7u63hzmk2ap33ls0t0c75,548.98378,1,66875,0,0,licença paga + mint do deed = lote no anel de expansão,-6795.39,-2175.62
L00161,bc1p9mfdgazeyycudfxl2mnzkqjdd5mr4kmhh8m7lp7wjx6h7fk6ejqq9wywc0,548.8235,1,85381,0,0,licença paga + mint do deed = lote no anel de expansão,-6794.92,-2177.05
L00162,14ifbSTLKnvVdGBPjDCjZAkdUysbuAJrrj,548.37156,1,68265,0,0,licença paga + mint do deed = lote no anel de expansão,-6794.46,-2178.48
L00163,126VTgjXAiwvJ4AWBtEq4ZZncVThoPFfbk,548.36282,1,68266,0,0,licença paga + mint do deed = lote no anel de expansão,-6794.0,-2179.9
L00164,bc1pgmclaeep40pmrjemlrtkwmtyw8z038h4vh3tug2l5ryaw4t6963scy7tlq,548.26082,1,68223,0,1,licença paga + mint do deed = lote no anel de expansão,-6793.53,-2181.33
L00165,35N2U3FsNKPyTUpD9aS5wH9SZHgcnv3BB3,547.41073,1,68904,0,0,licença paga + mint do deed = lote no anel de expansão,-6793.07,-2182.76
L00166,bc1p58lk9ngf7f2amx5wgyane55tkdq6d7jy7fvwkxnk37qj7tp4jnssr82h40,547.0,1,69501,0,1,licença paga + mint do deed = lote no anel de expansão,-6792.6,-2184.18
L00167,bc1pqk6m4jatkjgq93tv3a62mrzrk6w4axx82r99mkz6h6qyjc6s53mqlpx6gh,546.4123,1,69803,0,0,licença paga + mint do deed = lote no anel de expansão,-6792.14,-2185.61
L00168,bc1q4r6t4nuvy4vz43k48jplrxmmtjxcggsu6v6p0l,546.24099,1,67089,0,0,licença paga + mint do deed = lote no anel de expansão,-6791.68,-2187.03
L00169,bc1ppdk6fc4puwlstjznychuuwt3hw4v8m0adsy8ckkq0put0myr43lsla29ev,546.0,1,66833,0,0,licença paga + mint do deed = lote no anel de expansão,-6791.21,-2188.46
L00170,12Rft924YtN9Ciu9ZaVAJAPqrMuYzthCK9,545.788,1,68747,0,0,licença paga + mint do deed = lote no anel de expansão,-6790.75,-2189.89
L00171,bc1p7qwc5xnehtm2s5fxchy9z9ned6dfwrnxsdp3g0u0n0eesfhv88ks2ttf96,544.62078,1,67119,0,0,licença paga + mint do deed = lote no anel de expansão,-6790.29,-2191.31
L00172,bc1pk8ljn763qdwahp93yfh80jqdfs4q0lsyw8hxgrjjfdv6scxawlhquvufxv,542.0,2,66922,1,2,licença paga + mint do deed = lote no anel de expansão,-6789.82,-2192.74
L00173,bc1p8en4rzxw3wrlfxkymzpyf22rtjzxyuqnzzje7kdvkcrj42l6wxyq32xk4f,541.88911,1,68005,0,0,licença paga + mint do deed = lote no anel de expansão,-6789.36,-2194.17
L00174,bc1qp67gvew2072m4h87yj9p9xn6yduhdjydgwvqae,540.0,1,66870,0,0,licença paga + mint do deed = lote no anel de expansão,-6788.9,-2195.59
L00175,bc1pecc0l6uwygv2vwgp9xxchd4xhk9wus0kwn7jp9p4aa4unjj2fexqqw37vc,536.35,1,67441,0,8,licença paga + mint do deed = lote no anel de expansão,-6788.43,-2197.02
L00176,bc1pjgjkwqeml6wdl38fq59ryfheu2t4y2p688k36spus0arz2qu94qqls7wj7,535.85,1,67630,0,0,licença paga + mint do deed = lote no anel de expansão,-6787.97,-2198.45
L00177,bc1pexeew0uqh2hruyru8j7fzpm939jxh6023uze4zzh0r0xvtxgd99q6wlu72,535.43246,1,70517,1,4,licença paga + mint do deed = lote no anel de expansão,-6787.51,-2199.87
L00178,bc1q2gpjz4ry906usmtaku6ayxjckf2h73vyx7fql3,535.2475,1,68453,0,1,licença paga + mint do deed = lote no anel de expansão,-6787.04,-2201.3
L00179,bc1pazcrp0nvazyt8sfpzz4ah7nvhfelcuzd3h9usndqc4yegzkks6ms4e07cr,535.0,1,68601,0,3,licença paga + mint do deed = lote no anel de expansão,-6786.58,-2202.73
L00180,bc1paqvfm5ykrcg30fzypfew43hlqp3898ertgln0mmzxagnucwq2g3spplrry,534.9506,1,67683,0,0,licença paga + mint do deed = lote no anel de expansão,-6786.12,-2204.15
L00181,bc1qtw30k8pk8pzz9fjtfrhhtf7kdxz7e6pfu3w6ce,534.4,1,68551,0,0,licença paga + mint do deed = lote no anel de expansão,-6785.65,-2205.58
L00182,bc1ppc9ld8kt3wn5z7ad0awzlc6wp3575qeghh7allp9cy0up6xpshdseqc4yh,534.08921,1,67670,0,0,licença paga + mint do deed = lote no anel de expansão,-6785.19,-2207.01
L00183,bc1p0u9p97fvx0nnsh69shu34ul3rh5tyrq87c38twzq9f6fqly4xjnsup9lnk,532.0,1,85339,0,1,licença paga + mint do deed = lote no anel de expansão,-6784.72,-2208.43
L00184,bc1qrdu4dmupqrhax0cw3egne3cqyz72sshxye0at4,530.7797,3,68371,0,0,licença paga + mint do deed = lote no anel de expansão,-6784.26,-2209.86
L00185,bc1phyzm57e0j902v4qkvhgz8c86fcvfc7fftws3vtxvjpzn3yf4m7xsd4ps60,530.0,3,68558,0,1,licença paga + mint do deed = lote no anel de expansão,-6783.8,-2211.29
L00186,3LWQbhKtoHG4xf43gtHWP6FzujEFeHMsme,530.0,1,85375,0,0,licença paga + mint do deed = lote no anel de expansão,-6783.33,-2212.71
L00187,bc1pmk6gd4g524p3aanze5wt247shqk23xdhmhmgp33h2r80059jtffq932at2,529.61,1,66811,0,0,licença paga + mint do deed = lote no anel de expansão,-6782.87,-2214.14
L00188,bc1p7wy8j0cu335f3zmx6sctjrcj7sz8xspjccn498sgdu0l779mk9wsegtvsn,529.35832,1,68211,0,0,licença paga + mint do deed = lote no anel de expansão,-6782.41,-2215.57
L00189,bc1pw72x3cdpl0nw6ngt7ef8aj49gzev89kdvwpunuq48k6heex2wcrswh4jqu,528.28168,1,68189,0,0,licença paga + mint do deed = lote no anel de expansão,-6781.94,-2216.99
L00190,bc1pmwzey4cxz6dmj7ct7vv9p0n7z4lj4nk68uxlaw8zqwszu853rahsjpjxm6,527.59054,1,67098,0,0,licença paga + mint do deed = lote no anel de expansão,-6781.48,-2218.42
L00191,bc1paejztachqmmthj5sm4zag4s28z2f0lrj8egcgzhq9xhhgegcjecspa30dc,527.00604,1,68350,1,2,licença paga + mint do deed = lote no anel de expansão,-6781.02,-2219.85
L00192,bc1pt0lve2pagtwkvmlhygeyh8jcss03k74cvhe70h4cceyuduu4aqasww8ukq,525.788,1,67705,0,0,licença paga + mint do deed = lote no anel de expansão,-6780.55,-2221.27
L00193,bc1pf7xayv8dlrn5qgke2k2fdvgtxz48fgd7ckzgl8452kt5kl5c2csqsk4vnj,525.6,1,67708,0,0,licença paga + mint do deed = lote no anel de expansão,-6780.09,-2222.7
L00194,bc1p2x8uadel0kdwchse760chen6c04yup7vurder02n82x9d6vrk44qe469hf,524.78,1,67854,0,0,licença paga + mint do deed = lote no anel de expansão,-6779.63,-2224.13
L00195,bc1p8pazavyzvpkf0drm2sjlfq8uswwpehqmsgvq3dm2fk6ml83ku9qqtqqtac,524.5279,1,67631,0,0,licença paga + mint do deed = lote no anel de expansão,-6779.16,-2225.55
L00196,bc1pk85ftzhvd62fnhsvekd2vzte3qefz77xlm6d4feg3gsendrspn5skry2d2,524.40513,1,68093,0,0,licença paga + mint do deed = lote no anel de expansão,-6778.7,-2226.98
L00197,bc1p0ddvhgrz3qqqj7ex575vxm6jl402j60g6fttmwk9ur4dyvg3s02smd6pku,523.9403,20,67693,0,4,licença paga + mint do deed = lote no anel de expansão,-6778.24,-2228.41
L00198,bc1pdd6ans6ae4cpquc6ssq3nps73spau95g9ly69fyz0nzmhdzqd8mqmnahpa,523.0,1,67685,1,3,licença paga + mint do deed = lote no anel de expansão,-6777.77,-2229.83
L00199,bc1ptjgs2wvwte8yv64l6t98e4nj08s5v6yrhe4zkttme26hj5wg009slvsd6m,522.35,1,67569,0,0,licença paga + mint do deed = lote no anel de expansão,-6777.31,-2231.26
L00200,bc1q7k5ed7ry34tcw3qjrycash5gjusfqs5clpqdyjunhlkhmgqc86wqts3pdp,522.24371,1,66901,0,0,licença paga + mint do deed = lote no anel de expansão,-6776.84,-2232.69
L00201,bc1phx7ps4w8h0ydvj2a0adw3aj5j0zpxa2k52t0wlz8m9qjrzqqkv7s3gq5up,520.98578,1,67807,0,0,licença paga + mint do deed = lote no anel de expansão,-6776.38,-2234.11
L00202,bc1pwwge2au6dzt8ckadx8q06rg6e2uuyghegenxumvtk2k6cpf3p6ms9decaz,520.07926,3,67628,0,0,licença paga + mint do deed = lote no anel de expansão,-6775.92,-2235.54
L00203,bc1p37vvxzta69m5e70wyfx24vltsfrqahfhksswpw5lmgj6axj64pusn2qetj,520.05724,3,67627,0,0,licença paga + mint do deed = lote no anel de expansão,-6775.45,-2236.97
L00204,bc1pep9u0fywxacq26gy4hpgtscpjszu69w52saqrys7t0gjaggcxtcqe3uzae,520.04852,3,67626,0,0,licença paga + mint do deed = lote no anel de expansão,-6774.99,-2238.39
L00205,bc1px9p5yuzk3953459usvedzdpeakpmm0xsttsw3mk6tw0h0zk856kshd8z9u,520.0,1,67453,0,0,licença paga + mint do deed = lote no anel de expansão,-6774.53,-2239.82
L00206,bc1qtfx40fd63v0ck6hsmguj67629400vn73gpwc2x,520.0,1,67486,0,0,licença paga + mint do deed = lote no anel de expansão,-6774.06,-2241.25
L00207,bc1qvep9z7y04tklcjzm7cg0483l67hw266yrpcfhjym4jpftedwdxaqrmqg0k,520.0,1,67633,0,0,licença paga + mint do deed = lote no anel de expansão,-6773.6,-2242.67
L00208,bc1ppns2wpswr2xee632mw6e77mjt8qvwh45vaqkldfnx6qktsgkz4fq4lzrwn,519.906,1,66993,0,0,licença paga + mint do deed = lote no anel de expansão,-6773.14,-2244.1
L00209,bc1pjqcynykfcudgs02hh78ksg3h7twaggwttjua89kh24khvdfgregsncjxty,519.76,1,67766,0,0,licença paga + mint do deed = lote no anel de expansão,-6772.67,-2245.52
L00210,bc1p5anptdmehs2mcswygcpfq8m4wljrnpyqqx8fjn7l0330n9vne0vscgq82k,518.9828,1,68498,0,7,licença paga + mint do deed = lote no anel de expansão,-6772.21,-2246.95
L00211,bc1pn8ytr3gztqqx906h9ced3fnmp6f6ypeelcvlfcau35n6c2vstatq989zpc,517.18881,1,67008,0,0,licença paga + mint do deed = lote no anel de expansão,-6771.75,-2248.38
L00212,bc1ph9zy7sjmnhtjg4992r74nhgnlt9zueh5qs9ggyqr5leuk5wvpedsajw4eq,516.3796,1,66888,0,0,licença paga + mint do deed = lote no anel de expansão,-6771.28,-2249.8
L00213,bc1pjap5q2aupfj85rg2sx8qw77p9v4fstyz2afhzhqfaxn3wxldk85s6j2rk9,516.28858,1,68851,0,0,licença paga + mint do deed = lote no anel de expansão,-6770.82,-2251.23
L00214,bc1prv2s3gfnsta8f95wqhqdjzzz9nsvn6dvlr0lnhhz9xv6psdh02mqwdxft6,515.873,1,66783,0,1,licença paga + mint do deed = lote no anel de expansão,-6770.36,-2252.66
L00215,bc1ph0wagg70dxve7f9rftfjjg00tg5cgrul5c5rumtxya8f7pwya5fq42xrd3,515.83318,1,67578,0,0,licença paga + mint do deed = lote no anel de expansão,-6769.89,-2254.08
L00216,bc1qjzazpme74rvq43jvyh89mq34dzafsyuqcaamrm,514.85,1,68556,0,0,licença paga + mint do deed = lote no anel de expansão,-6769.43,-2255.51
L00217,bc1pr479qzakpdhfgfw8yx6qa6qp2k7heej3skassaxhf4pw6elx0mrqcrgjhe,514.29131,1,67776,0,0,licença paga + mint do deed = lote no anel de expansão,-6768.96,-2256.94
L00218,bc1ps36m7y0wxgdmlcjlq94awz8zuevygqgtlsg2nv70avk8uh5u4acsg6zsfh,513.302,1,67629,0,0,licença paga + mint do deed = lote no anel de expansão,-6768.5,-2258.36
L00219,bc1pt99hpff2ag73uxs475ea7rx3zllhevxjuuzrvrlx5zc5gvscvjysjk0fq5,513.03,1,68508,0,0,licença paga + mint do deed = lote no anel de expansão,-6768.04,-2259.79
L00220,bc1pc5n7jyxcddrr37hghsvwskafzw5tx6tx7xvlwvf4kdn56se6szyq79eg9c,513.0,1,67840,0,0,licença paga + mint do deed = lote no anel de expansão,-6767.57,-2261.22
L00221,bc1pehz2ykc7hc6mqyqta8t7wet2es5sm70jzee43r9cls7wfkf67rxqjrqqr5,512.23626,1,67084,0,0,licença paga + mint do deed = lote no anel de expansão,-6767.11,-2262.64
L00222,bc1phzl83r28qjy7f2hnm92cuyqjqrz7efgyyns9lq8uuweaps34vjjs9kelsk,512.17819,1,67085,0,0,licença paga + mint do deed = lote no anel de expansão,-6766.65,-2264.07
L00223,bc1pukqvytdjs5gvspmx9e747cgh6vwrjhpjlfr8la6wu9vryujqcz2q9n834k,512.0,2,66923,0,0,licença paga + mint do deed = lote no anel de expansão,-6766.18,-2265.5
L00224,bc1pn5j7mn2tecnj927srcjy937q4yac4qj47c3kples7yrkq2ecljps7nzcca,512.0,1,67663,1,0,licença paga + mint do deed = lote no anel de expansão,-6765.72,-2266.92
L00225,bc1prtlnx8geq25r4kdyyx2fcjepjh5l78prvld3jtj5dxl0s67nsvrq5nxwyn,510.99416,2,67511,0,0,licença paga + mint do deed = lote no anel de expansão,-6765.26,-2268.35
L00226,bc1pfllearln2cmxzc5egjewe4ydvex3nmvmw34vcamkanxgvy7f82gsp0pcxz,510.0,2,66805,0,0,licença paga + mint do deed = lote no anel de expansão,-6764.79,-2269.78
L00227,bc1pmcwnm7vtzvytaq56gu9lgc3xfd6yevkagtgskwtjrm0lntsu0a8spm3slk,510.0,2,67052,0,0,licença paga + mint do deed = lote no anel de expansão,-6764.33,-2271.2
L00228,bc1pngvv727736vy8m89krxcev4myp7amlc93qzngpfw6qqfqx4aj5qqqltgwy,510.0,3,67056,0,0,licença paga + mint do deed = lote no anel de expansão,-6763.87,-2272.63
L00229,bc1p67xwpgzmnynmpueye8xqmj8vzh2z0zyng5rmzqnwnjk53wt4zzeqquepsl,510.0,1,67485,0,0,licença paga + mint do deed = lote no anel de expansão,-6763.4,-2274.06
L00230,bc1qqj7xgp0n7lky89g5e0fvrn9r57fq2detnyvv5m,510.0,1,67997,0,0,licença paga + mint do deed = lote no anel de expansão,-6762.94,-2275.48
L00231,bc1paws7xtduhullk0rmfxa4dara433d85yy8wpjvm2dmr5c649e7l4q93wf7z,509.28514,1,67887,0,0,licença paga + mint do deed = lote no anel de expansão,-6762.48,-2276.91
L00232,bc1qscslm7rqngse6qxue0mupuapq30zk9hxh9a3k8,507.20692,1,85451,0,0,licença paga + mint do deed = lote no anel de expansão,-6762.01,-2278.34
L00233,bc1p4mfjzhwkqwzhekvhjnf63upwppam0uxndnpzwkpd6zadutlhl9vqhfqqlj,506.80181,1,68560,0,0,licença paga + mint do deed = lote no anel de expansão,-6761.55,-2279.76
L00234,bc1pxz9ggnfugcldw5stepn69psdwalse564qtydd6z0hqud58y0j0pq9r04v2,506.66409,1,68571,0,0,licença paga + mint do deed = lote no anel de expansão,-6761.08,-2281.19
L00235,bc1qh5vej793ph2fekzsxva857vewj797w77kc22e43nnmxmk0jqte9qj4q5tu,506.03774,1,67483,0,0,licença paga + mint do deed = lote no anel de expansão,-6760.62,-2282.62
L00236,bc1pcs8q76n60qtnnddypnljtvaeshavxlnuy6dcr54476fuumagfeus6hwj5a,506.0,1,68157,0,0,licença paga + mint do deed = lote no anel de expansão,-6760.16,-2284.04
L00237,bc1qytuu0wp8s2dmsy70rj46jg800wa7u64sc66jul,505.6,1,67086,0,0,licença paga + mint do deed = lote no anel de expansão,-6759.69,-2285.47
L00238,bc1pwerkkgks8670rwd305jyrntdjzr59a5mza820v52vln3txzf6uyqmencu6,505.3,1,67502,0,0,licença paga + mint do deed = lote no anel de expansão,-6759.23,-2286.9
L00239,bc1qrp988n7dv9hrtlg02dzwr4ryzapj6zagzurut5,505.0,1,67455,0,0,licença paga + mint do deed = lote no anel de expansão,-6758.77,-2288.32
L00240,bc1psrqqr46rlyljgkndqsuf5lcyec02kazskqfvtrhppjkst37s9n9sqtym82,505.0,1,67793,0,0,licença paga + mint do deed = lote no anel de expansão,-6758.3,-2289.75
L00241,14EhMQGD9X37dkY19zS6BRbY38WhVxayX9,504.49786,1,68399,0,0,licença paga + mint do deed = lote no anel de expansão,-6757.84,-2291.18
L00242,bc1ptffsg756hrs5hkhr6yyn2et5u4f8k5sfsshfwlk87lld99paj47qvmvg3w,504.1294,1,67848,0,0,licença paga + mint do deed = lote no anel de expansão,-6757.38,-2292.6
L00243,bc1pq57gr6fjz35gt6w7lkcthknzz85rchx0yfjdt3mcrhrvgt960tvs304e0z,503.47437,1,68564,0,0,licença paga + mint do deed = lote no anel de expansão,-6756.91,-2294.03
L00244,bc1pv5qm5kcv0c6qlfnsvh5md2n47dq55vzeh7svgt4874z5u8x8uw4q9xy0jx,503.43456,1,67632,0,2,licença paga + mint do deed = lote no anel de expansão,-6756.45,-2295.46
L00245,bc1pchw04nkrvzqyrwd5kl7hnhq4j5tetmflf8x6az824qndmgwxkvjsclc8ww,502.464,1,70655,0,1,licença paga + mint do deed = lote no anel de expansão,-6755.99,-2296.88
L00246,bc1q0fs6qn2usvctfhzrd8gvn3a5jkkdvzd8tnaxfqv3z0c6feyx6htsgcwjt6,501.9305,1,66981,0,0,licença paga + mint do deed = lote no anel de expansão,-6755.52,-2298.31
L00247,bc1qm5cjr02rc3w7nak2dfx8u4pmef0v390z6323gu,501.05014,1,67513,0,0,licença paga + mint do deed = lote no anel de expansão,-6755.06,-2299.74
L00248,bc1qked0xm8vlym5hdapeymz3fd7scq2mv6lyz5ehw,501.0,1,67470,0,0,licença paga + mint do deed = lote no anel de expansão,-6754.6,-2301.16
L00249,bc1qpza5l73dwudvpz97fhthrzut0829v2wpskap9q,501.0,1,85345,0,0,licença paga + mint do deed = lote no anel de expansão,-6754.13,-2302.59
L00250,bc1pqfwjsudw896dr6kqee5w3jkxkr3wd9ltr0se4hrxpt8pgu7fq9sqhc6w53,500.83,1,67055,0,0,licença paga + mint do deed = lote no anel de expansão,-6753.67,-2304.01
L00251,bc1qlw3n6jekjce6st6j29mfxsyfw4ynalyuscaksu,500.64,1,67431,0,0,licença paga + mint do deed = lote no anel de expansão,-6753.2,-2305.44
L00252,bc1pq2e7emrax6smsrjzrkk7cuh2snkndd3my33fhp23jz2htfzxjx2q5kjzjj,500.43584,4,67974,0,4,licença paga + mint do deed = lote no anel de expansão,-6752.74,-2306.87
L00253,bc1pwm9e4cc6uku6uyx9853m0wruqatex66hfsw4f8704e7zkv904thshsajn8,500.13683,1,67537,0,1,licença paga + mint do deed = lote no anel de expansão,-6752.28,-2308.29
L00254,bc1pa3mumkgrcrr0844pg8knvtn8gfam3ecj5medm7nd4gdqf6fwj7wqyyfy9q,500.13147,1,67503,0,0,licença paga + mint do deed = lote no anel de expansão,-6751.81,-2309.72
L00255,bc1p9xv5n3daahf4nndt3t3lj4c88u349mvj78l65dhkv7nej9jj68dsxv4df8,500.12143,1,67515,0,0,licença paga + mint do deed = lote no anel de expansão,-6751.35,-2311.15
L00256,bc1plp7fl958sh68sj2c2vyw24dskutklxx2zyqtk56l54qtupger8aqd5qv0r,500.09589,1,67856,0,0,licença paga + mint do deed = lote no anel de expansão,-6750.89,-2312.57
L00257,bc1p6l7dapq0e2ufcjl0y28vcr9unrulsprlcavc72a6ygl2e9sulh6s49qg7v,500.09337,1,67521,0,0,licença paga + mint do deed = lote no anel de expansão,-6750.42,-2314.0
L00258,bc1ppvhsvnss6d8fqhalu8hdhrd0duyt0mduyn9kfgx68g2vgt2nymnsnj925f,500.09337,1,67522,0,0,licença paga + mint do deed = lote no anel de expansão,-6749.96,-2315.43
L00259,bc1ppkx3jf84vj4l5utw4q908ens9zjldpzwqlzuknjzctk8hll2qc2sgueld4,500.09337,1,67523,0,0,licença paga + mint do deed = lote no anel de expansão,-6749.5,-2316.85
L00260,bc1pjug0veetzmgdl053aag9sthzf4xw06cjpheayqnnhy8qj0skesvsapr9lu,500.09337,1,67524,0,0,licença paga + mint do deed = lote no anel de expansão,-6749.03,-2318.28
L00261,bc1pquchuwdzts04a0gckmlf9lztu0ryrynpt6tpz0t8e9js8axnm7sqvhw7qm,500.09186,1,67863,0,0,licença paga + mint do deed = lote no anel de expansão,-6748.57,-2319.71
L00262,bc1pm6py6n2vyazs4cggv802amqmkxruddkfnd3wdaan5v0dedj5rmlqx0qdfc,500.08415,1,67879,0,0,licença paga + mint do deed = lote no anel de expansão,-6748.11,-2321.13
L00263,bc1psd7r0wqkrufvejdkqppslmuspzvfxdyd0wecer6vplm72uddayhqr08mvl,500.07534,1,67864,0,0,licença paga + mint do deed = lote no anel de expansão,-6747.64,-2322.56
L00264,bc1pxaxc6nf7ncy9e0mv572hjh6wedz008yftgz2ufkq0qzzl0jkgjysdyxf0l,500.06751,1,67865,0,0,licença paga + mint do deed = lote no anel de expansão,-6747.18,-2323.99
L00265,bc1pk7rffrg2pludkqgppyapgjcp3kwtdadel800ccw9nu2e2ztysd7qxgdspc,500.04241,1,67867,0,0,licença paga + mint do deed = lote no anel de expansão,-6746.72,-2325.41
L00266,bc1pz8q8y4md4v9e9mk5jve73xpdg25uckmfgq9hnkdyw0ljn46dtjjql703fj,500.03955,1,67870,0,0,licença paga + mint do deed = lote no anel de expansão,-6746.25,-2326.84
L00267,bc1ppsd5s7308shjm47fmy5gjgkdpy9yl2p4txdxg7n6zzncahj2msqsk9mcqy,500.03459,1,67869,0,0,licença paga + mint do deed = lote no anel de expansão,-6745.79,-2328.27
L00268,bc1pwgn0gnhndz6s7cn8wk8xgg7gzes9rgml4ky2c9lxk3xw5r4a37nq8dquwf,500.02685,1,67504,0,0,licença paga + mint do deed = lote no anel de expansão,-6745.32,-2329.69
L00269,bc1pz682q3n5zt94a7hnwr63ywwa6cv8l6dz0k9pau63d3znj94nxpaqxu88s6,500.02587,1,67866,0,0,licença paga + mint do deed = lote no anel de expansão,-6744.86,-2331.12
L00270,bc1pl25vdx90yjamjm2jyhe3xkrtzs0lvum5s5asd643g2ze9eempvmsq564cs,500.01807,1,67528,0,0,licença paga + mint do deed = lote no anel de expansão,-6744.4,-2332.55
L00271,bc1p06lyq2zz0t0uhvt7t4cd4d5pndwyatf9rw0hqj5tstpavmu9w6fs05j5mx,500.01576,1,67874,0,0,licença paga + mint do deed = lote no anel de expansão,-6743.93,-2333.97
L00272,bc1p6q6zx2zjfzee0cmkfwgzawfa0tupvu4cahy59twzkrdk25avhlksf8nkqp,500.00806,1,67868,0,0,licença paga + mint do deed = lote no anel de expansão,-6743.47,-2335.4
L00273,bc1p0507zkly23wuapnvkxhm8u5q7teyjggl5xathd8dfrdu6qqrez6qahk3a3,500.00795,1,67875,0,0,licença paga + mint do deed = lote no anel de expansão,-6743.01,-2336.83
